donor_code,donor_name,recipient_code,recipient_name,aidtype_code,aid_type,flow_type_code,flow_type_name,year,value,unit_multiplier,currency,prices,one_indicator,last_update
20005,Official donors,10001,Africa,206,"Official development assistance (ODA), disbursements",D,Disbursements,1975,27409.854476,6,USD,constant,DAC2A.10.206,2025-05-21
20005,Official donors,10001,Africa,206,"Official development assistance (ODA), disbursements",D,Disbursements,1976,24785.370647,6,USD,constant,DAC2A.10.206,2025-05-21
20005,Official donors,10001,Africa,206,"Official development assistance (ODA), disbursements",D,Disbursements,1977,27185.299649,6,USD,constant,DAC2A.10.206,2025-05-21
20005,Official donors,10001,Africa,206,"Official development assistance (ODA), disbursements",D,Disbursements,1978,28260.745701,6,USD,constant,DAC2A.10.206,2025-05-21
20005,Official donors,10001,Africa,206,"Official development assistance (ODA), disbursements",D,Disbursements,1979,25223.75015,6,USD,constant,DAC2A.10.206,2025-05-21
20005,Official donors,10001,Africa,206,"Official development assistance (ODA), disbursements",D,Disbursements,1980,27519.927311,6,USD,constant,DAC2A.10.206,2025-05-21
20005,Official donors,10001,Africa,206,"Official development assistance (ODA), disbursements",D,Disbursements,1981,26902.123685,6,USD,constant,DAC2A.10.206,2025-05-21
20005,Official donors,10001,Africa,206,"Official development assistance (ODA), disbursements",D,Disbursements,1982,28577.859119,6,USD,constant,DAC2A.10.206,2025-05-21
20005,Official donors,10001,Africa,206,"Official development assistance (ODA), disbursements",D,Disbursements,1983,26351.142597,6,USD,constant,DAC2A.10.206,2025-05-21
20005,Official donors,10001,Africa,206,"Official development assistance (ODA), disbursements",D,Disbursements,1984,29527.239753,6,USD,constant,DAC2A.10.206,2025-05-21
20005,Official donors,10001,Africa,206,"Official development assistance (ODA), disbursements",D,Disbursements,1985,33317.327827,6,USD,constant,DAC2A.10.206,2025-05-21
20005,Official donors,10001,Africa,206,"Official development assistance (ODA), disbursements",D,Disbursements,1986,30314.855414,6,USD,constant,DAC2A.10.206,2025-05-21
20005,Official donors,10001,Africa,206,"Official development assistance (ODA), disbursements",D,Disbursements,1987,29869.012111,6,USD,constant,DAC2A.10.206,2025-05-21
20005,Official donors,10001,Africa,206,"Official development assistance (ODA), disbursements",D,Disbursements,1988,30474.646167,6,USD,constant,DAC2A.10.206,2025-05-21
20005,Official donors,10001,Africa,206,"Official development assistance (ODA), disbursements",D,Disbursements,1989,32197.85927,6,USD,constant,DAC2A.10.206,2025-05-21
20005,Official donors,10001,Africa,206,"Official development assistance (ODA), disbursements",D,Disbursements,1990,42038.767359,6,USD,constant,DAC2A.10.206,2025-05-21
20005,Official donors,10001,Africa,206,"Official development assistance (ODA), disbursements",D,Disbursements,1991,39324.455794,6,USD,constant,DAC2A.10.206,2025-05-21
20005,Official donors,10001,Africa,206,"Official development assistance (ODA), disbursements",D,Disbursements,1992,36458.87002,6,USD,constant,DAC2A.10.206,2025-05-21
20005,Official donors,10001,Africa,206,"Official development assistance (ODA), disbursements",D,Disbursements,1993,32173.171808,6,USD,constant,DAC2A.10.206,2025-05-21
20005,Official donors,10001,Africa,206,"Official development assistance (ODA), disbursements",D,Disbursements,1994,33203.189184,6,USD,constant,DAC2A.10.206,2025-05-21
20005,Official donors,10001,Africa,206,"Official development assistance (ODA), disbursements",D,Disbursements,1995,27790.88091,6,USD,constant,DAC2A.10.206,2025-05-21
20005,Official donors,10001,Africa,206,"Official development assistance (ODA), disbursements",D,Disbursements,1996,27133.400225,6,USD,constant,DAC2A.10.206,2025-05-21
20005,Official donors,10001,Africa,206,"Official development assistance (ODA), disbursements",D,Disbursements,1997,26083.291435,6,USD,constant,DAC2A.10.206,2025-05-21
20005,Official donors,10001,Africa,206,"Official development assistance (ODA), disbursements",D,Disbursements,1998,26120.417947,6,USD,constant,DAC2A.10.206,2025-05-21
20005,Official donors,10001,Africa,206,"Official development assistance (ODA), disbursements",D,Disbursements,1999,23426.04903,6,USD,constant,DAC2A.10.206,2025-05-21
20005,Official donors,10001,Africa,206,"Official development assistance (ODA), disbursements",D,Disbursements,2000,23312.740012,6,USD,constant,DAC2A.10.206,2025-05-21
20005,Official donors,10001,Africa,206,"Official development assistance (ODA), disbursements",D,Disbursements,2001,26866.692986,6,USD,constant,DAC2A.10.206,2025-05-21
20005,Official donors,10001,Africa,206,"Official development assistance (ODA), disbursements",D,Disbursements,2002,32953.957918,6,USD,constant,DAC2A.10.206,2025-05-21
20005,Official donors,10001,Africa,206,"Official development assistance (ODA), disbursements",D,Disbursements,2003,37599.766963,6,USD,constant,DAC2A.10.206,2025-05-21
20005,Official donors,10001,Africa,206,"Official development assistance (ODA), disbursements",D,Disbursements,2004,37991.868272,6,USD,constant,DAC2A.10.206,2025-05-21
20005,Official donors,10001,Africa,206,"Official development assistance (ODA), disbursements",D,Disbursements,2005,44250.357583,6,USD,constant,DAC2A.10.206,2025-05-21
20005,Official donors,10001,Africa,206,"Official development assistance (ODA), disbursements",D,Disbursements,2006,53293.35512,6,USD,constant,DAC2A.10.206,2025-05-21
20005,Official donors,10001,Africa,206,"Official development assistance (ODA), disbursements",D,Disbursements,2007,44684.472528,6,USD,constant,DAC2A.10.206,2025-05-21
20005,Official donors,10001,Africa,206,"Official development assistance (ODA), disbursements",D,Disbursements,2008,48011.107523,6,USD,constant,DAC2A.10.206,2025-05-21
20005,Official donors,10001,Africa,206,"Official development assistance (ODA), disbursements",D,Disbursements,2009,53155.418172,6,USD,constant,DAC2A.10.206,2025-05-21
20005,Official donors,10001,Africa,206,"Official development assistance (ODA), disbursements",D,Disbursements,2010,46048.877767,6,USD,constant,DAC2A.10.206,2025-05-21
20005,Official donors,10001,Africa,206,"Official development assistance (ODA), disbursements",D,Disbursements,2011,53206.362932,6,USD,constant,DAC2A.10.206,2025-05-21
20005,Official donors,10001,Africa,206,"Official development assistance (ODA), disbursements",D,Disbursements,2012,54688.537499,6,USD,constant,DAC2A.10.206,2025-05-21
20005,Official donors,10001,Africa,206,"Official development assistance (ODA), disbursements",D,Disbursements,2013,59115.579665,6,USD,constant,DAC2A.10.206,2025-05-21
20005,Official donors,10001,Africa,206,"Official development assistance (ODA), disbursements",D,Disbursements,2014,56295.591338,6,USD,constant,DAC2A.10.206,2025-05-21
20005,Official donors,10001,Africa,206,"Official development assistance (ODA), disbursements",D,Disbursements,2015,57712.222732,6,USD,constant,DAC2A.10.206,2025-05-21
20005,Official donors,10001,Africa,206,"Official development assistance (ODA), disbursements",D,Disbursements,2016,58603.925678,6,USD,constant,DAC2A.10.206,2025-05-21
20005,Official donors,10001,Africa,206,"Official development assistance (ODA), disbursements",D,Disbursements,2017,61349.265685,6,USD,constant,DAC2A.10.206,2025-05-21
20005,Official donors,10001,Africa,206,"Official development assistance (ODA), disbursements",D,Disbursements,2018,60605.292472,6,USD,constant,DAC2A.10.206,2025-05-21
20005,Official donors,10001,Africa,206,"Official development assistance (ODA), disbursements",D,Disbursements,2019,63777.774282,6,USD,constant,DAC2A.10.206,2025-05-21
20005,Official donors,10001,Africa,206,"Official development assistance (ODA), disbursements",D,Disbursements,2020,79227.001946,6,USD,constant,DAC2A.10.206,2025-05-21
20005,Official donors,10001,Africa,206,"Official development assistance (ODA), disbursements",D,Disbursements,2021,77138.306702,6,USD,constant,DAC2A.10.206,2025-05-21
20005,Official donors,10001,Africa,206,"Official development assistance (ODA), disbursements",D,Disbursements,2022,73504.73226,6,USD,constant,DAC2A.10.206,2025-05-21
20005,Official donors,10001,Africa,206,"Official development assistance (ODA), disbursements",D,Disbursements,2023,68226.545717,6,USD,constant,DAC2A.10.206,2025-05-21
