donor_code,donor_name,aidtype_code,aid_type,flows_code,fund_flows,sector_name,year,value,unit_multiplier,currency,prices,one_indicator,last_update
84,Lithuania,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2014,58032.297453,6,USD,constant,DAC1.40.1,2025-07-18
301,Canada,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2014,1811197.999664,6,USD,constant,DAC1.40.1,2025-07-18
302,United States,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2014,22601930.735871,6,USD,constant,DAC1.40.1,2025-07-18
701,Japan,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2014,3904020.193934,6,USD,constant,DAC1.40.1,2025-07-18
742,Korea,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2014,1338339.164778,6,USD,constant,DAC1.40.1,2025-07-18
801,Australia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2014,1352242.255923,6,USD,constant,DAC1.40.1,2025-07-18
820,New Zealand,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2014,178513.615281,6,USD,constant,DAC1.40.1,2025-07-18
1,Austria,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2015,452177.157082,6,USD,constant,DAC1.40.1,2025-07-18
2,Belgium,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2015,559806.894733,6,USD,constant,DAC1.40.1,2025-07-18
3,Denmark,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2015,338023.763358,6,USD,constant,DAC1.40.1,2025-07-18
4,France,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2015,2810012.046746,6,USD,constant,DAC1.40.1,2025-07-18
5,Germany,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2015,4204709.8853,6,USD,constant,DAC1.40.1,2025-07-18
6,Italy,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2015,2073496.388051,6,USD,constant,DAC1.40.1,2025-07-18
7,Netherlands,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2015,962913.844125,6,USD,constant,DAC1.40.1,2025-07-18
8,Norway,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2015,454388.061261,6,USD,constant,DAC1.40.1,2025-07-18
9,Portugal,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2015,238807.687904,6,USD,constant,DAC1.40.1,2025-07-18
10,Sweden,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2015,514400.642661,6,USD,constant,DAC1.40.1,2025-07-18
11,Switzerland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2015,776106.935784,6,USD,constant,DAC1.40.1,2025-07-18
12,United Kingdom,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2015,2751565.426146,6,USD,constant,DAC1.40.1,2025-07-18
18,Finland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2015,271696.68219,6,USD,constant,DAC1.40.1,2025-07-18
20,Iceland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2015,22419.655724,6,USD,constant,DAC1.40.1,2025-07-18
21,Ireland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2015,256335.130537,6,USD,constant,DAC1.40.1,2025-07-18
22,Luxembourg,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2015,46183.082364,6,USD,constant,DAC1.40.1,2025-07-18
40,Greece,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2015,216790.458314,6,USD,constant,DAC1.40.1,2025-07-18
50,Spain,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2015,1403488.3566,6,USD,constant,DAC1.40.1,2025-07-18
61,Slovenia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2015,53808.995526,6,USD,constant,DAC1.40.1,2025-07-18
68,Czechia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2015,263837.812967,6,USD,constant,DAC1.40.1,2025-07-18
69,Slovak Republic,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2015,106779.785039,6,USD,constant,DAC1.40.1,2025-07-18
75,Hungary,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2015,157276.558687,6,USD,constant,DAC1.40.1,2025-07-18
76,Poland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2015,583849.310103,6,USD,constant,DAC1.40.1,2025-07-18
82,Estonia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2015,33042.52605,6,USD,constant,DAC1.40.1,2025-07-18
83,Latvia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2015,36433.146494,6,USD,constant,DAC1.40.1,2025-07-18
84,Lithuania,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2015,58924.37421,6,USD,constant,DAC1.40.1,2025-07-18
301,Canada,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2015,1838338.533722,6,USD,constant,DAC1.40.1,2025-07-18
302,United States,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2015,23239453.696934,6,USD,constant,DAC1.40.1,2025-07-18
701,Japan,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2015,4157872.100282,6,USD,constant,DAC1.40.1,2025-07-18
742,Korea,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2015,1358658.486324,6,USD,constant,DAC1.40.1,2025-07-18
801,Australia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2015,1406359.392455,6,USD,constant,DAC1.40.1,2025-07-18
820,New Zealand,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2015,187670.006547,6,USD,constant,DAC1.40.1,2025-07-18
1,Austria,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2016,459666.677753,6,USD,constant,DAC1.40.1,2025-07-18
2,Belgium,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2016,555534.757911,6,USD,constant,DAC1.40.1,2025-07-18
3,Denmark,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2016,350510.377115,6,USD,constant,DAC1.40.1,2025-07-18
4,France,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2016,2855599.789406,6,USD,constant,DAC1.40.1,2025-07-18
5,Germany,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2016,4296494.443233,6,USD,constant,DAC1.40.1,2025-07-18
6,Italy,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2016,2099941.937608,6,USD,constant,DAC1.40.1,2025-07-18
7,Netherlands,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2016,961248.014683,6,USD,constant,DAC1.40.1,2025-07-18
8,Norway,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2016,459202.353768,6,USD,constant,DAC1.40.1,2025-07-18
9,Portugal,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2016,241888.332888,6,USD,constant,DAC1.40.1,2025-07-18
10,Sweden,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2016,529137.703248,6,USD,constant,DAC1.40.1,2025-07-18
11,Switzerland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2016,774028.725419,6,USD,constant,DAC1.40.1,2025-07-18
12,United Kingdom,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2016,2992585.625265,6,USD,constant,DAC1.40.1,2025-07-18
18,Finland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2016,280389.456511,6,USD,constant,DAC1.40.1,2025-07-18
20,Iceland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2016,24916.45082,6,USD,constant,DAC1.40.1,2025-07-18
21,Ireland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2016,287956.843253,6,USD,constant,DAC1.40.1,2025-07-18
22,Luxembourg,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2016,48188.939225,6,USD,constant,DAC1.40.1,2025-07-18
40,Greece,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2016,217471.542142,6,USD,constant,DAC1.40.1,2025-07-18
50,Spain,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2016,1445142.588035,6,USD,constant,DAC1.40.1,2025-07-18
61,Slovenia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2016,54826.7949,6,USD,constant,DAC1.40.1,2025-07-18
68,Czechia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2016,279265.840475,6,USD,constant,DAC1.40.1,2025-07-18
69,Slovak Republic,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2016,112307.195536,6,USD,constant,DAC1.40.1,2025-07-18
75,Hungary,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2016,161654.107647,6,USD,constant,DAC1.40.1,2025-07-18
76,Poland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2016,597555.525603,6,USD,constant,DAC1.40.1,2025-07-18
82,Estonia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2016,33621.025149,6,USD,constant,DAC1.40.1,2025-07-18
83,Latvia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2016,37296.610406,6,USD,constant,DAC1.40.1,2025-07-18
84,Lithuania,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2016,60687.598793,6,USD,constant,DAC1.40.1,2025-07-18
301,Canada,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2016,1866060.251231,6,USD,constant,DAC1.40.1,2025-07-18
302,United States,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2016,23020680.153065,6,USD,constant,DAC1.40.1,2025-07-18
701,Japan,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2016,4181914.056381,6,USD,constant,DAC1.40.1,2025-07-18
742,Korea,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2016,1391529.117966,6,USD,constant,DAC1.40.1,2025-07-18
801,Australia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2016,1447266.531498,6,USD,constant,DAC1.40.1,2025-07-18
820,New Zealand,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2016,195609.298057,6,USD,constant,DAC1.40.1,2025-07-18
1,Austria,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2017,482443.408469,6,USD,constant,DAC1.40.1,2025-07-18
2,Belgium,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2017,571240.31421,6,USD,constant,DAC1.40.1,2025-07-18
3,Denmark,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2017,358310.804211,6,USD,constant,DAC1.40.1,2025-07-18
4,France,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2017,2944786.661815,6,USD,constant,DAC1.40.1,2025-07-18
5,Germany,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2017,4399459.855582,6,USD,constant,DAC1.40.1,2025-07-18
6,Italy,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2017,2149308.711566,6,USD,constant,DAC1.40.1,2025-07-18
7,Netherlands,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2017,997276.136903,6,USD,constant,DAC1.40.1,2025-07-18
8,Norway,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2017,462227.363031,6,USD,constant,DAC1.40.1,2025-07-18
9,Portugal,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2017,248050.503948,6,USD,constant,DAC1.40.1,2025-07-18
10,Sweden,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2017,542818.670694,6,USD,constant,DAC1.40.1,2025-07-18
11,Switzerland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2017,801787.746317,6,USD,constant,DAC1.40.1,2025-07-18
12,United Kingdom,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2017,3093336.128441,6,USD,constant,DAC1.40.1,2025-07-18
18,Finland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2017,289165.904709,6,USD,constant,DAC1.40.1,2025-07-18
20,Iceland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2017,25432.434588,6,USD,constant,DAC1.40.1,2025-07-18
21,Ireland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2017,294017.415921,6,USD,constant,DAC1.40.1,2025-07-18
22,Luxembourg,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2017,50307.315778,6,USD,constant,DAC1.40.1,2025-07-18
40,Greece,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2017,219304.664562,6,USD,constant,DAC1.40.1,2025-07-18
50,Spain,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2017,1491782.103605,6,USD,constant,DAC1.40.1,2025-07-18
61,Slovenia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2017,58268.603086,6,USD,constant,DAC1.40.1,2025-07-18
68,Czechia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2017,291100.461552,6,USD,constant,DAC1.40.1,2025-07-18
69,Slovak Republic,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2017,112303.834499,6,USD,constant,DAC1.40.1,2025-07-18
75,Hungary,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2017,169512.910205,6,USD,constant,DAC1.40.1,2025-07-18
76,Poland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2017,630492.513159,6,USD,constant,DAC1.40.1,2025-07-18
82,Estonia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2017,36183.843242,6,USD,constant,DAC1.40.1,2025-07-18
83,Latvia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2017,38833.324326,6,USD,constant,DAC1.40.1,2025-07-18
84,Lithuania,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2017,63568.97972,6,USD,constant,DAC1.40.1,2025-07-18
301,Canada,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2017,1925418.409091,6,USD,constant,DAC1.40.1,2025-07-18
302,United States,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2017,24019991.2061,6,USD,constant,DAC1.40.1,2025-07-18
701,Japan,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2017,4247081.463377,6,USD,constant,DAC1.40.1,2025-07-18
742,Korea,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2017,1439935.718231,6,USD,constant,DAC1.40.1,2025-07-18
801,Australia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2017,1439033.50968,6,USD,constant,DAC1.40.1,2025-07-18
820,New Zealand,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2017,204791.641776,6,USD,constant,DAC1.40.1,2025-07-18
1,Austria,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2018,491972.567157,6,USD,constant,DAC1.40.1,2025-07-18
2,Belgium,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2018,584378.690353,6,USD,constant,DAC1.40.1,2025-07-18
3,Denmark,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2018,369920.888966,6,USD,constant,DAC1.40.1,2025-07-18
4,France,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2018,2982920.157934,6,USD,constant,DAC1.40.1,2025-07-18
5,Germany,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2018,4494180.167281,6,USD,constant,DAC1.40.1,2025-07-18
6,Italy,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2018,2178574.614551,6,USD,constant,DAC1.40.1,2025-07-18
7,Netherlands,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2018,1033579.42003,6,USD,constant,DAC1.40.1,2025-07-18
8,Norway,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2018,463863.920292,6,USD,constant,DAC1.40.1,2025-07-18
9,Portugal,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2018,253749.65272,6,USD,constant,DAC1.40.1,2025-07-18
10,Sweden,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2018,551692.917536,6,USD,constant,DAC1.40.1,2025-07-18
11,Switzerland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2018,802936.504335,6,USD,constant,DAC1.40.1,2025-07-18
12,United Kingdom,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2018,3154835.370252,6,USD,constant,DAC1.40.1,2025-07-18
18,Finland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2018,290763.333429,6,USD,constant,DAC1.40.1,2025-07-18
20,Iceland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2018,27189.225914,6,USD,constant,DAC1.40.1,2025-07-18
21,Ireland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2018,312797.14621,6,USD,constant,DAC1.40.1,2025-07-18
22,Luxembourg,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2018,53311.797606,6,USD,constant,DAC1.40.1,2025-07-18
40,Greece,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2018,228068.549397,6,USD,constant,DAC1.40.1,2025-07-18
50,Spain,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2018,1528484.581169,6,USD,constant,DAC1.40.1,2025-07-18
61,Slovenia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2018,61121.502827,6,USD,constant,DAC1.40.1,2025-07-18
68,Czechia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2018,301004.665891,6,USD,constant,DAC1.40.1,2025-07-18
69,Slovak Republic,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2018,121904.701052,6,USD,constant,DAC1.40.1,2025-07-18
75,Hungary,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2018,161652.88112,6,USD,constant,DAC1.40.1,2025-07-18
76,Poland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2018,664490.771326,6,USD,constant,DAC1.40.1,2025-07-18
82,Estonia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2018,38115.65263,6,USD,constant,DAC1.40.1,2025-07-18
83,Latvia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2018,39952.390316,6,USD,constant,DAC1.40.1,2025-07-18
84,Lithuania,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2018,68633.469932,6,USD,constant,DAC1.40.1,2025-07-18
301,Canada,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2018,1961001.873764,6,USD,constant,DAC1.40.1,2025-07-18
302,United States,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2018,24867147.07758,6,USD,constant,DAC1.40.1,2025-07-18
701,Japan,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2018,4265194.311791,6,USD,constant,DAC1.40.1,2025-07-18
742,Korea,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2018,1570823.376966,6,USD,constant,DAC1.40.1,2025-07-18
801,Australia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2018,1512449.052816,6,USD,constant,DAC1.40.1,2025-07-18
820,New Zealand,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2018,208020.104123,6,USD,constant,DAC1.40.1,2025-07-18
1,Austria,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2019,502963.200899,6,USD,constant,DAC1.40.1,2025-07-18
2,Belgium,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2019,598321.44749,6,USD,constant,DAC1.40.1,2025-07-18
3,Denmark,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2019,382490.963015,6,USD,constant,DAC1.40.1,2025-07-18
4,France,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2019,3030293.644529,6,USD,constant,DAC1.40.1,2025-07-18
5,Germany,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2019,4502895.680447,6,USD,constant,DAC1.40.1,2025-07-18
6,Italy,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2019,2197913.287355,6,USD,constant,DAC1.40.1,2025-07-18
7,Netherlands,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2019,1044027.294785,6,USD,constant,DAC1.40.1,2025-07-18
8,Norway,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2019,466899.360106,6,USD,constant,DAC1.40.1,2025-07-18
9,Portugal,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2019,270519.57466,6,USD,constant,DAC1.40.1,2025-07-18
10,Sweden,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2019,569871.762661,6,USD,constant,DAC1.40.1,2025-07-18
11,Switzerland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2019,816057.472247,6,USD,constant,DAC1.40.1,2025-07-18
12,United Kingdom,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2019,3187556.751435,6,USD,constant,DAC1.40.1,2025-07-18
18,Finland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2019,298906.249194,6,USD,constant,DAC1.40.1,2025-07-18
20,Iceland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2019,27958.85854,6,USD,constant,DAC1.40.1,2025-07-18
21,Ireland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2019,332599.957065,6,USD,constant,DAC1.40.1,2025-07-18
22,Luxembourg,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2019,52953.131084,6,USD,constant,DAC1.40.1,2025-07-18
40,Greece,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2019,231000.608697,6,USD,constant,DAC1.40.1,2025-07-18
50,Spain,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2019,1570395.088891,6,USD,constant,DAC1.40.1,2025-07-18
61,Slovenia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2019,62420.287594,6,USD,constant,DAC1.40.1,2025-07-18
68,Czechia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2019,310890.211071,6,USD,constant,DAC1.40.1,2025-07-18
69,Slovak Republic,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2019,124377.053069,6,USD,constant,DAC1.40.1,2025-07-18
75,Hungary,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2019,178770.549119,6,USD,constant,DAC1.40.1,2025-07-18
76,Poland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2019,681498.720925,6,USD,constant,DAC1.40.1,2025-07-18
82,Estonia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2019,39435.985353,6,USD,constant,DAC1.40.1,2025-07-18
83,Latvia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2019,40146.575898,6,USD,constant,DAC1.40.1,2025-07-18
84,Lithuania,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2019,69801.011951,6,USD,constant,DAC1.40.1,2025-07-18
301,Canada,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2019,2011330.411682,6,USD,constant,DAC1.40.1,2025-07-18
302,United States,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2019,25506174.924261,6,USD,constant,DAC1.40.1,2025-07-18
701,Japan,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2019,4356579.896219,6,USD,constant,DAC1.40.1,2025-07-18
742,Korea,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2019,1608321.608711,6,USD,constant,DAC1.40.1,2025-07-18
801,Australia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2019,1541984.628299,6,USD,constant,DAC1.40.1,2025-07-18
820,New Zealand,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2019,219794.825626,6,USD,constant,DAC1.40.1,2025-07-18
1,Austria,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2020,463994.619353,6,USD,constant,DAC1.40.1,2025-07-18
2,Belgium,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2020,533358.522235,6,USD,constant,DAC1.40.1,2025-07-18
3,Denmark,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2020,377436.651685,6,USD,constant,DAC1.40.1,2025-07-18
4,France,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2020,2783192.191463,6,USD,constant,DAC1.40.1,2025-07-18
5,Germany,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2020,4295248.483772,6,USD,constant,DAC1.40.1,2025-07-18
6,Italy,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2020,2002627.003788,6,USD,constant,DAC1.40.1,2025-07-18
7,Netherlands,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2020,1005333.271979,6,USD,constant,DAC1.40.1,2025-07-18
8,Norway,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2020,462802.982333,6,USD,constant,DAC1.40.1,2025-07-18
9,Portugal,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2020,244609.714784,6,USD,constant,DAC1.40.1,2025-07-18
10,Sweden,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2020,557936.744973,6,USD,constant,DAC1.40.1,2025-07-18
11,Switzerland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2020,798142.748718,6,USD,constant,DAC1.40.1,2025-07-18
12,United Kingdom,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2020,2918506.722908,6,USD,constant,DAC1.40.1,2025-07-18
18,Finland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2020,291096.187722,6,USD,constant,DAC1.40.1,2025-07-18
20,Iceland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2020,25870.313571,6,USD,constant,DAC1.40.1,2025-07-18
21,Ireland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2020,344805.247439,6,USD,constant,DAC1.40.1,2025-07-18
22,Luxembourg,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2020,47856.884229,6,USD,constant,DAC1.40.1,2025-07-18
40,Greece,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2020,204037.472247,6,USD,constant,DAC1.40.1,2025-07-18
50,Spain,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2020,1390051.171532,6,USD,constant,DAC1.40.1,2025-07-18
61,Slovenia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2020,59447.172977,6,USD,constant,DAC1.40.1,2025-07-18
68,Czechia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2020,302795.824673,6,USD,constant,DAC1.40.1,2025-07-18
69,Slovak Republic,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2020,117772.662878,6,USD,constant,DAC1.40.1,2025-07-18
75,Hungary,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2020,187133.385386,6,USD,constant,DAC1.40.1,2025-07-18
76,Poland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2020,684311.190445,6,USD,constant,DAC1.40.1,2025-07-18
82,Estonia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2020,37756.698516,6,USD,constant,DAC1.40.1,2025-07-18
83,Latvia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2020,37975.182798,6,USD,constant,DAC1.40.1,2025-07-18
84,Lithuania,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2020,68958.902545,6,USD,constant,DAC1.40.1,2025-07-18
301,Canada,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2020,1902484.859853,6,USD,constant,DAC1.40.1,2025-07-18
302,United States,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,2020,24703556.330628,6,USD,constant,DAC1.40.1,2025-07-18
