donor_code,donor_name,aidtype_code,aid_type,flows_code,fund_flows,sector_name,year,value,unit_multiplier,currency,prices,one_indicator,last_update
21,Ireland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1982,58394.742257,6,USD,constant,DAC1.40.1,2025-07-18
22,Luxembourg,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1982,16933.0,6,USD,constant,DAC1.40.1,2025-07-18
50,Spain,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1982,599168.421911,6,USD,constant,DAC1.40.1,2025-07-18
301,Canada,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1982,748674.213398,6,USD,constant,DAC1.40.1,2025-07-18
302,United States,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1982,8265393.292474,6,USD,constant,DAC1.40.1,2025-07-18
701,Japan,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1982,2024397.809651,6,USD,constant,DAC1.40.1,2025-07-18
801,Australia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1982,423834.133335,6,USD,constant,DAC1.40.1,2025-07-18
820,New Zealand,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1982,82552.807968,6,USD,constant,DAC1.40.1,2025-07-18
1,Austria,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1983,224878.000659,6,USD,constant,DAC1.40.1,2025-07-18
2,Belgium,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1983,278609.09622,6,USD,constant,DAC1.40.1,2025-07-18
3,Denmark,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1983,174911.863401,6,USD,constant,DAC1.40.1,2025-07-18
4,France,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1983,1432306.715354,6,USD,constant,DAC1.40.1,2025-07-18
5,Germany,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1983,1984361.205939,6,USD,constant,DAC1.40.1,2025-07-18
6,Italy,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1983,1352276.803355,6,USD,constant,DAC1.40.1,2025-07-18
7,Netherlands,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1983,408672.459986,6,USD,constant,DAC1.40.1,2025-07-18
8,Norway,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1983,166895.391031,6,USD,constant,DAC1.40.1,2025-07-18
9,Portugal,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1983,96200.017176,6,USD,constant,DAC1.40.1,2025-07-18
10,Sweden,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1983,217147.172923,6,USD,constant,DAC1.40.1,2025-07-18
11,Switzerland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1983,378112.901188,6,USD,constant,DAC1.40.1,2025-07-18
12,United Kingdom,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1983,1279633.466376,6,USD,constant,DAC1.40.1,2025-07-18
18,Finland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1983,136180.800789,6,USD,constant,DAC1.40.1,2025-07-18
21,Ireland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1983,57547.903678,6,USD,constant,DAC1.40.1,2025-07-18
22,Luxembourg,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1983,19040.999295,6,USD,constant,DAC1.40.1,2025-07-18
50,Spain,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1983,617122.678173,6,USD,constant,DAC1.40.1,2025-07-18
301,Canada,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1983,774594.463435,6,USD,constant,DAC1.40.1,2025-07-18
302,United States,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1983,8547297.001937,6,USD,constant,DAC1.40.1,2025-07-18
701,Japan,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1983,2084675.252329,6,USD,constant,DAC1.40.1,2025-07-18
801,Australia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1983,429740.427815,6,USD,constant,DAC1.40.1,2025-07-18
820,New Zealand,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1983,80536.934084,6,USD,constant,DAC1.40.1,2025-07-18
1,Austria,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1984,229881.941433,6,USD,constant,DAC1.40.1,2025-07-18
2,Belgium,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1984,283812.176486,6,USD,constant,DAC1.40.1,2025-07-18
3,Denmark,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1984,181167.979812,6,USD,constant,DAC1.40.1,2025-07-18
4,France,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1984,1447293.517399,6,USD,constant,DAC1.40.1,2025-07-18
5,Germany,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1984,2049078.182467,6,USD,constant,DAC1.40.1,2025-07-18
6,Italy,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1984,1392819.227894,6,USD,constant,DAC1.40.1,2025-07-18
7,Netherlands,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1984,425627.216089,6,USD,constant,DAC1.40.1,2025-07-18
8,Norway,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1984,173814.302498,6,USD,constant,DAC1.40.1,2025-07-18
9,Portugal,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1984,96731.898161,6,USD,constant,DAC1.40.1,2025-07-18
10,Sweden,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1984,223918.93719,6,USD,constant,DAC1.40.1,2025-07-18
11,Switzerland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1984,384856.634822,6,USD,constant,DAC1.40.1,2025-07-18
12,United Kingdom,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1984,1297343.436958,6,USD,constant,DAC1.40.1,2025-07-18
18,Finland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1984,140489.219129,6,USD,constant,DAC1.40.1,2025-07-18
21,Ireland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1984,59193.881741,6,USD,constant,DAC1.40.1,2025-07-18
22,Luxembourg,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1984,22007.433179,6,USD,constant,DAC1.40.1,2025-07-18
50,Spain,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1984,634044.860413,6,USD,constant,DAC1.40.1,2025-07-18
301,Canada,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1984,806580.665019,6,USD,constant,DAC1.40.1,2025-07-18
302,United States,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1984,9128161.320769,6,USD,constant,DAC1.40.1,2025-07-18
701,Japan,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1984,2223785.954113,6,USD,constant,DAC1.40.1,2025-07-18
801,Australia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1984,468040.839441,6,USD,constant,DAC1.40.1,2025-07-18
820,New Zealand,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1984,88212.689289,6,USD,constant,DAC1.40.1,2025-07-18
1,Austria,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1985,236980.198633,6,USD,constant,DAC1.40.1,2025-07-18
2,Belgium,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1985,289359.630545,6,USD,constant,DAC1.40.1,2025-07-18
3,Denmark,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1985,184569.949505,6,USD,constant,DAC1.40.1,2025-07-18
4,France,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1985,1470885.887875,6,USD,constant,DAC1.40.1,2025-07-18
5,Germany,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1985,2088069.59809,6,USD,constant,DAC1.40.1,2025-07-18
6,Italy,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1985,1426623.568233,6,USD,constant,DAC1.40.1,2025-07-18
7,Netherlands,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1985,436069.122409,6,USD,constant,DAC1.40.1,2025-07-18
8,Norway,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1985,187958.186361,6,USD,constant,DAC1.40.1,2025-07-18
9,Portugal,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1985,103210.221183,6,USD,constant,DAC1.40.1,2025-07-18
10,Sweden,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1985,231197.294376,6,USD,constant,DAC1.40.1,2025-07-18
11,Switzerland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1985,398323.226685,6,USD,constant,DAC1.40.1,2025-07-18
12,United Kingdom,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1985,1365744.3934,6,USD,constant,DAC1.40.1,2025-07-18
18,Finland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1985,143730.687436,6,USD,constant,DAC1.40.1,2025-07-18
21,Ireland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1985,58803.170158,6,USD,constant,DAC1.40.1,2025-07-18
22,Luxembourg,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1985,22895.835266,6,USD,constant,DAC1.40.1,2025-07-18
50,Spain,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1985,637666.105535,6,USD,constant,DAC1.40.1,2025-07-18
301,Canada,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1985,841699.864654,6,USD,constant,DAC1.40.1,2025-07-18
302,United States,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1985,9594109.967073,6,USD,constant,DAC1.40.1,2025-07-18
701,Japan,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1985,2339063.023704,6,USD,constant,DAC1.40.1,2025-07-18
801,Australia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1985,499135.870871,6,USD,constant,DAC1.40.1,2025-07-18
820,New Zealand,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1985,86635.181,6,USD,constant,DAC1.40.1,2025-07-18
1,Austria,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1986,241303.556632,6,USD,constant,DAC1.40.1,2025-07-18
2,Belgium,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1986,302330.974648,6,USD,constant,DAC1.40.1,2025-07-18
3,Denmark,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1986,197293.644853,6,USD,constant,DAC1.40.1,2025-07-18
4,France,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1986,1529084.299851,6,USD,constant,DAC1.40.1,2025-07-18
5,Germany,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1986,2153647.736131,6,USD,constant,DAC1.40.1,2025-07-18
6,Italy,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1986,1475017.909644,6,USD,constant,DAC1.40.1,2025-07-18
7,Netherlands,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1986,445971.879388,6,USD,constant,DAC1.40.1,2025-07-18
8,Norway,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1986,195410.092285,6,USD,constant,DAC1.40.1,2025-07-18
9,Portugal,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1986,104676.796469,6,USD,constant,DAC1.40.1,2025-07-18
10,Sweden,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1986,237850.598825,6,USD,constant,DAC1.40.1,2025-07-18
11,Switzerland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1986,411641.834324,6,USD,constant,DAC1.40.1,2025-07-18
12,United Kingdom,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1986,1387598.27481,6,USD,constant,DAC1.40.1,2025-07-18
18,Finland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1986,146922.307999,6,USD,constant,DAC1.40.1,2025-07-18
21,Ireland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1986,59041.355855,6,USD,constant,DAC1.40.1,2025-07-18
22,Luxembourg,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1986,23909.283854,6,USD,constant,DAC1.40.1,2025-07-18
50,Spain,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1986,658403.467474,6,USD,constant,DAC1.40.1,2025-07-18
301,Canada,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1986,878202.184226,6,USD,constant,DAC1.40.1,2025-07-18
302,United States,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1986,9949469.711423,6,USD,constant,DAC1.40.1,2025-07-18
701,Japan,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1986,2395137.931757,6,USD,constant,DAC1.40.1,2025-07-18
801,Australia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1986,508272.253163,6,USD,constant,DAC1.40.1,2025-07-18
820,New Zealand,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1986,78795.337199,6,USD,constant,DAC1.40.1,2025-07-18
1,Austria,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1987,243064.947928,6,USD,constant,DAC1.40.1,2025-07-18
2,Belgium,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1987,310096.870826,6,USD,constant,DAC1.40.1,2025-07-18
3,Denmark,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1987,198660.830015,6,USD,constant,DAC1.40.1,2025-07-18
4,France,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1987,1572557.246247,6,USD,constant,DAC1.40.1,2025-07-18
5,Germany,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1987,2202127.288145,6,USD,constant,DAC1.40.1,2025-07-18
6,Italy,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1987,1513268.286618,6,USD,constant,DAC1.40.1,2025-07-18
7,Netherlands,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1987,460419.938827,6,USD,constant,DAC1.40.1,2025-07-18
8,Norway,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1987,197651.932084,6,USD,constant,DAC1.40.1,2025-07-18
9,Portugal,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1987,111214.433784,6,USD,constant,DAC1.40.1,2025-07-18
10,Sweden,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1987,245022.169589,6,USD,constant,DAC1.40.1,2025-07-18
11,Switzerland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1987,421499.219436,6,USD,constant,DAC1.40.1,2025-07-18
12,United Kingdom,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1987,1442033.117259,6,USD,constant,DAC1.40.1,2025-07-18
18,Finland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1987,152426.615302,6,USD,constant,DAC1.40.1,2025-07-18
21,Ireland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1987,62646.228225,6,USD,constant,DAC1.40.1,2025-07-18
22,Luxembourg,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1987,24080.283797,6,USD,constant,DAC1.40.1,2025-07-18
50,Spain,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1987,686260.901986,6,USD,constant,DAC1.40.1,2025-07-18
301,Canada,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1987,914912.030059,6,USD,constant,DAC1.40.1,2025-07-18
302,United States,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1987,10361110.855418,6,USD,constant,DAC1.40.1,2025-07-18
701,Japan,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1987,2499765.720409,6,USD,constant,DAC1.40.1,2025-07-18
742,Korea,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1987,272190.454924,6,USD,constant,DAC1.40.1,2025-07-18
801,Australia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1987,526681.651101,6,USD,constant,DAC1.40.1,2025-07-18
820,New Zealand,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1987,82460.180828,6,USD,constant,DAC1.40.1,2025-07-18
1,Austria,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1988,252022.74071,6,USD,constant,DAC1.40.1,2025-07-18
2,Belgium,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1988,317634.85446,6,USD,constant,DAC1.40.1,2025-07-18
3,Denmark,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1988,197759.651872,6,USD,constant,DAC1.40.1,2025-07-18
4,France,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1988,1631246.99902,6,USD,constant,DAC1.40.1,2025-07-18
5,Germany,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1988,2272258.360862,6,USD,constant,DAC1.40.1,2025-07-18
6,Italy,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1988,1566965.461104,6,USD,constant,DAC1.40.1,2025-07-18
7,Netherlands,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1988,468585.561463,6,USD,constant,DAC1.40.1,2025-07-18
8,Norway,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1988,195866.444593,6,USD,constant,DAC1.40.1,2025-07-18
9,Portugal,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1988,116893.686619,6,USD,constant,DAC1.40.1,2025-07-18
10,Sweden,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1988,254136.032128,6,USD,constant,DAC1.40.1,2025-07-18
11,Switzerland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1988,435556.440983,6,USD,constant,DAC1.40.1,2025-07-18
12,United Kingdom,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1988,1516279.989667,6,USD,constant,DAC1.40.1,2025-07-18
18,Finland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1988,159337.285524,6,USD,constant,DAC1.40.1,2025-07-18
21,Ireland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1988,63155.858571,6,USD,constant,DAC1.40.1,2025-07-18
22,Luxembourg,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1988,25602.974019,6,USD,constant,DAC1.40.1,2025-07-18
50,Spain,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1988,736344.570789,6,USD,constant,DAC1.40.1,2025-07-18
301,Canada,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1988,952952.022337,6,USD,constant,DAC1.40.1,2025-07-18
302,United States,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1988,10783181.606508,6,USD,constant,DAC1.40.1,2025-07-18
701,Japan,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1988,2647106.097385,6,USD,constant,DAC1.40.1,2025-07-18
742,Korea,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1988,303068.787558,6,USD,constant,DAC1.40.1,2025-07-18
801,Australia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1988,556405.932566,6,USD,constant,DAC1.40.1,2025-07-18
820,New Zealand,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1988,80955.69072,6,USD,constant,DAC1.40.1,2025-07-18
1,Austria,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1989,261704.113256,6,USD,constant,DAC1.40.1,2025-07-18
2,Belgium,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1989,327091.263362,6,USD,constant,DAC1.40.1,2025-07-18
3,Denmark,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1989,198701.700282,6,USD,constant,DAC1.40.1,2025-07-18
4,France,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1989,1708066.394136,6,USD,constant,DAC1.40.1,2025-07-18
5,Germany,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1989,2354730.00646,6,USD,constant,DAC1.40.1,2025-07-18
6,Italy,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1989,1614882.138365,6,USD,constant,DAC1.40.1,2025-07-18
7,Netherlands,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1989,489158.967397,6,USD,constant,DAC1.40.1,2025-07-18
8,Norway,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1989,197137.447414,6,USD,constant,DAC1.40.1,2025-07-18
9,Portugal,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1989,126246.502456,6,USD,constant,DAC1.40.1,2025-07-18
10,Sweden,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1989,260363.706076,6,USD,constant,DAC1.40.1,2025-07-18
11,Switzerland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1989,454412.720687,6,USD,constant,DAC1.40.1,2025-07-18
12,United Kingdom,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1989,1534353.302643,6,USD,constant,DAC1.40.1,2025-07-18
18,Finland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1989,167144.883595,6,USD,constant,DAC1.40.1,2025-07-18
21,Ireland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1989,65675.903636,6,USD,constant,DAC1.40.1,2025-07-18
22,Luxembourg,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1989,27534.251472,6,USD,constant,DAC1.40.1,2025-07-18
50,Spain,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1989,772348.490324,6,USD,constant,DAC1.40.1,2025-07-18
301,Canada,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1989,981968.857979,6,USD,constant,DAC1.40.1,2025-07-18
302,United States,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1989,10977185.549729,6,USD,constant,DAC1.40.1,2025-07-18
701,Japan,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1989,2819029.755342,6,USD,constant,DAC1.40.1,2025-07-18
742,Korea,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1989,321050.009811,6,USD,constant,DAC1.40.1,2025-07-18
801,Australia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1989,578362.009958,6,USD,constant,DAC1.40.1,2025-07-18
820,New Zealand,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1989,87508.547802,6,USD,constant,DAC1.40.1,2025-07-18
1,Austria,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1990,274757.161841,6,USD,constant,DAC1.40.1,2025-07-18
2,Belgium,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1990,342983.641573,6,USD,constant,DAC1.40.1,2025-07-18
3,Denmark,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1990,202603.512548,6,USD,constant,DAC1.40.1,2025-07-18
4,France,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1990,1764396.254668,6,USD,constant,DAC1.40.1,2025-07-18
5,Germany,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1990,2445707.903942,6,USD,constant,DAC1.40.1,2025-07-18
6,Italy,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1990,1640096.610849,6,USD,constant,DAC1.40.1,2025-07-18
7,Netherlands,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1990,512083.894954,6,USD,constant,DAC1.40.1,2025-07-18
8,Norway,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1990,202562.044074,6,USD,constant,DAC1.40.1,2025-07-18
9,Portugal,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1990,134917.324022,6,USD,constant,DAC1.40.1,2025-07-18
10,Sweden,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1990,257599.980932,6,USD,constant,DAC1.40.1,2025-07-18
11,Switzerland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1990,494322.420624,6,USD,constant,DAC1.40.1,2025-07-18
12,United Kingdom,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1990,1513267.975906,6,USD,constant,DAC1.40.1,2025-07-18
18,Finland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1990,167544.96506,6,USD,constant,DAC1.40.1,2025-07-18
20,Iceland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1990,11356.33996,6,USD,constant,DAC1.40.1,2025-07-18
21,Ireland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1990,70275.001521,6,USD,constant,DAC1.40.1,2025-07-18
22,Luxembourg,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1990,28536.574112,6,USD,constant,DAC1.40.1,2025-07-18
50,Spain,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1990,791834.90517,6,USD,constant,DAC1.40.1,2025-07-18
301,Canada,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1990,991850.054491,6,USD,constant,DAC1.40.1,2025-07-18
302,United States,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1990,11217985.063579,6,USD,constant,DAC1.40.1,2025-07-18
701,Japan,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1990,2962998.37324,6,USD,constant,DAC1.40.1,2025-07-18
742,Korea,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1990,368930.053944,6,USD,constant,DAC1.40.1,2025-07-18
801,Australia,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1990,578891.941928,6,USD,constant,DAC1.40.1,2025-07-18
820,New Zealand,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1990,88115.792549,6,USD,constant,DAC1.40.1,2025-07-18
1,Austria,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1991,279888.653211,6,USD,constant,DAC1.40.1,2025-07-18
2,Belgium,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1991,350508.139627,6,USD,constant,DAC1.40.1,2025-07-18
3,Denmark,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1991,205284.674089,6,USD,constant,DAC1.40.1,2025-07-18
4,France,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1991,1797501.646112,6,USD,constant,DAC1.40.1,2025-07-18
5,Germany,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1991,2886504.858944,6,USD,constant,DAC1.40.1,2025-07-18
6,Italy,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1991,1654858.482139,6,USD,constant,DAC1.40.1,2025-07-18
7,Netherlands,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1991,528639.729594,6,USD,constant,DAC1.40.1,2025-07-18
8,Norway,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1991,206778.642326,6,USD,constant,DAC1.40.1,2025-07-18
9,Portugal,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1991,143733.032252,6,USD,constant,DAC1.40.1,2025-07-18
10,Sweden,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1991,259756.744821,6,USD,constant,DAC1.40.1,2025-07-18
11,Switzerland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1991,490237.300428,6,USD,constant,DAC1.40.1,2025-07-18
12,United Kingdom,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1991,1485357.555617,6,USD,constant,DAC1.40.1,2025-07-18
18,Finland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1991,155515.795917,6,USD,constant,DAC1.40.1,2025-07-18
20,Iceland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1991,11448.599259,6,USD,constant,DAC1.40.1,2025-07-18
21,Ireland,1,Gross National Income (GNI),1140,"Disbursements, net",Not applicable,1991,76116.076412,6,USD,constant,DAC1.40.1,2025-07-18
